UID,PRO_ID,COUNTY_ID *,TOWN_ID,VILLAGE_ID,V_Name,T_Name,C_Name,Substitute,V_Name_e,T_Name_e,C_Name_e
1946,9,9007,900701,0900701-001,介壽村,南竿鄉,連江縣,介壽村,Jieshou Vil.,Nangan Township,Lienchiang County
1947,9,9007,900701,0900701-002,復興村,南竿鄉,連江縣,復興村,Fuxing Vil.,Nangan Township,Lienchiang County
1948,9,9007,900701,0900701-003,福沃村,南竿鄉,連江縣,福沃村,Fuwo Vil.,Nangan Township,Lienchiang County
1949,9,9007,900701,0900701-004,清水村,南竿鄉,連江縣,清水村,Qingshui Vil.,Nangan Township,Lienchiang County
1950,9,9007,900701,0900701-005,仁愛村,南竿鄉,連江縣,仁愛村,Ren'ai Vil.,Nangan Township,Lienchiang County
1951,9,9007,900701,0900701-006,津沙村,南竿鄉,連江縣,津沙村,Jinsha Vil.,Nangan Township,Lienchiang County
1952,9,9007,900701,0900701-007,馬祖村,南竿鄉,連江縣,馬祖村,Mazu Vil.,Nangan Township,Lienchiang County
1953,9,9007,900701,0900701-008,珠螺村,南竿鄉,連江縣,珠螺村,Zhuluo Vil.,Nangan Township,Lienchiang County
1954,9,9007,900701,0900701-009,四維村,南竿鄉,連江縣,四維村,Siwei Vil.,Nangan Township,Lienchiang County
10541,9,9007,900701,0900701-S01,黃官嶼1,南竿鄉,連江縣,黃官嶼1,Huangguan Island1,Nangan Township,Lienchiang County
10542,9,9007,900701,0900701-S02,黃官嶼2,南竿鄉,連江縣,黃官嶼2,Huangguan Island2,Nangan Township,Lienchiang County
10543,9,9007,900701,0900701-S03,黃官嶼3,南竿鄉,連江縣,黃官嶼3,Huangguan Island3,Nangan Township,Lienchiang County
10544,9,9007,900701,0900701-S04,黃官嶼4,南竿鄉,連江縣,黃官嶼4,Huangguan Island4,Nangan Township,Lienchiang County
10545,9,9007,900701,0900701-S05,黃官嶼5,南竿鄉,連江縣,黃官嶼5,Huangguan Island5,Nangan Township,Lienchiang County
10546,9,9007,900701,0900701-S06,黃官嶼6,南竿鄉,連江縣,黃官嶼6,Huangguan Island6,Nangan Township,Lienchiang County
10547,9,9007,900701,0900701-S07,黃官嶼7,南竿鄉,連江縣,黃官嶼7,Huangguan Island7,Nangan Township,Lienchiang County
10548,9,9007,900701,0900701-S08,黃官嶼8,南竿鄉,連江縣,黃官嶼8,Huangguan Island8,Nangan Township,Lienchiang County
10549,9,9007,900701,0900701-S09,黃官嶼9,南竿鄉,連江縣,黃官嶼9,Huangguan Island9,Nangan Township,Lienchiang County
10550,9,9007,900701,0900701-S10,黃官嶼10,南竿鄉,連江縣,黃官嶼10,Huangguan Island10,Nangan Township,Lienchiang County
10551,9,9007,900701,0900701-S11,黃官嶼11,南竿鄉,連江縣,黃官嶼11,Huangguan Island11,Nangan Township,Lienchiang County
10552,9,9007,900701,0900701-S12,黃官嶼12,南竿鄉,連江縣,黃官嶼12,Huangguan Island12,Nangan Township,Lienchiang County
10553,9,9007,900701,0900701-S13,黃官嶼13,南竿鄉,連江縣,黃官嶼13,Huangguan Island13,Nangan Township,Lienchiang County
10554,9,9007,900701,0900701-S14,黃官嶼14,南竿鄉,連江縣,黃官嶼14,Huangguan Island14,Nangan Township,Lienchiang County
10555,9,9007,900701,0900701-S15,鞋礁1,南竿鄉,連江縣,鞋礁1,Xie Reef1,Nangan Township,Lienchiang County
10556,9,9007,900701,0900701-S16,鞋礁2,南竿鄉,連江縣,鞋礁2,Xie Reef2,Nangan Township,Lienchiang County
10557,9,9007,900701,0900701-S17,鞋礁3,南竿鄉,連江縣,鞋礁3,Xie Reef3,Nangan Township,Lienchiang County
10558,9,9007,900701,0900701-S18,鞋礁4,南竿鄉,連江縣,鞋礁4,Xie Reef4,Nangan Township,Lienchiang County
10559,9,9007,900701,0900701-S19,北泉礁1,南竿鄉,連江縣,北泉礁1,Beiquan Reef1,Nangan Township,Lienchiang County
10560,9,9007,900701,0900701-S20,北泉礁2,南竿鄉,連江縣,北泉礁2,Beiquan Reef2,Nangan Township,Lienchiang County
10561,9,9007,900701,0900701-S21,劉泉礁1,南竿鄉,連江縣,劉泉礁1,Liuquan Reef1,Nangan Township,Lienchiang County
10562,9,9007,900701,0900701-S22,劉泉礁2,南竿鄉,連江縣,劉泉礁2,Liuquan Reef2,Nangan Township,Lienchiang County
10563,9,9007,900701,0900701-S23,劉泉礁3,南竿鄉,連江縣,劉泉礁3,Liuquan Reef3,Nangan Township,Lienchiang County
10564,9,9007,900701,0900701-S24,劉泉礁4,南竿鄉,連江縣,劉泉礁4,Liuquan Reef4,Nangan Township,Lienchiang County
10565,9,9007,900701,0900701-S25,劉泉礁5,南竿鄉,連江縣,劉泉礁5,Liuquan Reef5,Nangan Township,Lienchiang County
10566,9,9007,900701,0900701-S26,劉泉礁6,南竿鄉,連江縣,劉泉礁6,Liuquan Reef6,Nangan Township,Lienchiang County
10567,9,9007,900701,0900701-S27,劉泉礁7,南竿鄉,連江縣,劉泉礁7,Liuquan Reef7,Nangan Township,Lienchiang County
10568,9,9007,900701,0900701-S28,劉泉礁8,南竿鄉,連江縣,劉泉礁8,Liuquan Reef8,Nangan Township,Lienchiang County
10569,9,9007,900701,0900701-S29,劉泉礁9,南竿鄉,連江縣,劉泉礁9,Liuquan Reef9,Nangan Township,Lienchiang County
10570,9,9007,900701,0900701-S30,劉泉礁10,南竿鄉,連江縣,劉泉礁10,Liuquan Reef10,Nangan Township,Lienchiang County
10571,9,9007,900701,0900701-S31,劉泉礁11,南竿鄉,連江縣,劉泉礁11,Liuquan Reef11,Nangan Township,Lienchiang County
10572,9,9007,900701,0900701-S32,劉泉礁12,南竿鄉,連江縣,劉泉礁12,Liuquan Reef12,Nangan Township,Lienchiang County
10573,9,9007,900701,0900701-S33,劉泉礁13,南竿鄉,連江縣,劉泉礁13,Liuquan Reef13,Nangan Township,Lienchiang County
10574,9,9007,900701,0900701-S34,劉泉礁14,南竿鄉,連江縣,劉泉礁14,Liuquan Reef14,Nangan Township,Lienchiang County
10575,9,9007,900701,0900701-S35,劉泉礁15,南竿鄉,連江縣,劉泉礁15,Liuquan Reef15,Nangan Township,Lienchiang County
10576,9,9007,900701,0900701-S36,劉泉礁16,南竿鄉,連江縣,劉泉礁16,Liuquan Reef16,Nangan Township,Lienchiang County
10577,9,9007,900701,0900701-S37,劉泉礁17,南竿鄉,連江縣,劉泉礁17,Liuquan Reef17,Nangan Township,Lienchiang County
10578,9,9007,900701,0900701-S38,劉泉礁18,南竿鄉,連江縣,劉泉礁18,Liuquan Reef18,Nangan Township,Lienchiang County
10579,9,9007,900701,0900701-S39,劉泉礁19,南竿鄉,連江縣,劉泉礁19,Liuquan Reef19,Nangan Township,Lienchiang County
2001,9,9007,900702,0900702-001,塘岐村,北竿鄉,連江縣,塘岐村,Tangqi  Vil.,Beigan Township,Lienchiang County
2002,9,9007,900702,0900702-002,后沃村,北竿鄉,連江縣,后沃村,Houwo Vil.,Beigan Township,Lienchiang County
2003,9,9007,900702,0900702-003,橋仔村,北竿鄉,連江縣,橋仔村,Qiaozai Vil.,Beigan Township,Lienchiang County
2004,9,9007,900702,0900702-004,芹壁村,北竿鄉,連江縣,芹壁村,Qinbi Vil.,Beigan Township,Lienchiang County
2005,9,9007,900702,0900702-005,坂里村,北竿鄉,連江縣,[板]里村,Banli  Vil.,Beigan Township,Lienchiang County
2006,9,9007,900702,0900702-006,白沙村,北竿鄉,連江縣,白沙村,Baisha Vil.,Beigan Township,Lienchiang County
10580,9,9007,900702,0900702-S01,進嶼(蛇島),北竿鄉,連江縣,進嶼(蛇島),Jin(shedao) Island,Beigan Township,Lienchiang County
10581,9,9007,900702,0900702-S02,鵲石,北竿鄉,連江縣,鵲石,Queshi Stone,Beigan Township,Lienchiang County
10582,9,9007,900702,0900702-S03,蚌山,北竿鄉,連江縣,蚌山,Bang Mt.,Beigan Township,Lienchiang County
10583,9,9007,900702,0900702-S04,螺山1,北竿鄉,連江縣,螺山1,Luoshan1,Beigan Township,Lienchiang County
10584,9,9007,900702,0900702-S05,螺山2,北竿鄉,連江縣,螺山2,Luoshan2,Beigan Township,Lienchiang County
10585,9,9007,900702,0900702-S06,螺山3,北竿鄉,連江縣,螺山3,Luoshan3,Beigan Township,Lienchiang County
10586,9,9007,900702,0900702-S07,螺山4,北竿鄉,連江縣,螺山4,Luoshan4,Beigan Township,Lienchiang County
10587,9,9007,900702,0900702-S08,三連嶼1,北竿鄉,連江縣,三連嶼1,Sanlian Island1,Beigan Township,Lienchiang County
10588,9,9007,900702,0900702-S09,三連嶼2,北竿鄉,連江縣,三連嶼2,Sanlian Island2,Beigan Township,Lienchiang County
10589,9,9007,900702,0900702-S10,三連嶼3,北竿鄉,連江縣,三連嶼3,Sanlian Island3,Beigan Township,Lienchiang County
10590,9,9007,900702,0900702-S11,無名島,北竿鄉,連江縣,無名島,Wuming Island,Beigan Township,Lienchiang County
10591,9,9007,900702,0900702-S12,峭頭,北竿鄉,連江縣,峭頭,Qiaotou,Beigan Township,Lienchiang County
10592,9,9007,900702,0900702-S13,大坵1,北竿鄉,連江縣,大坵1,Daqiu1,Beigan Township,Lienchiang County
10593,9,9007,900702,0900702-S14,大坵2,北竿鄉,連江縣,大坵2,Daqiu2,Beigan Township,Lienchiang County
10594,9,9007,900702,0900702-S15,大坵3,北竿鄉,連江縣,大坵3,Daqiu3,Beigan Township,Lienchiang County
10595,9,9007,900702,0900702-S16,大坵4,北竿鄉,連江縣,大坵4,Daqiu4,Beigan Township,Lienchiang County
10596,9,9007,900702,0900702-S17,小坵1,北竿鄉,連江縣,小坵1,Xiaoqiu1,Beigan Township,Lienchiang County
10597,9,9007,900702,0900702-S18,小坵2,北竿鄉,連江縣,小坵2,Xiaoqiu2,Beigan Township,Lienchiang County
10598,9,9007,900702,0900702-S19,中島1,北竿鄉,連江縣,中島1,Zhong Island1,Beigan Township,Lienchiang County
10599,9,9007,900702,0900702-S20,中島2,北竿鄉,連江縣,中島2,Zhong Island2,Beigan Township,Lienchiang County
10600,9,9007,900702,0900702-S21,中島3,北竿鄉,連江縣,中島3,Zhong Island3,Beigan Township,Lienchiang County
10601,9,9007,900702,0900702-S22,中島4,北竿鄉,連江縣,中島4,Zhong Island4,Beigan Township,Lienchiang County
10602,9,9007,900702,0900702-S23,中島5,北竿鄉,連江縣,中島5,Zhong Island5,Beigan Township,Lienchiang County
10603,9,9007,900702,0900702-S24,中島6,北竿鄉,連江縣,中島6,Zhong Island6,Beigan Township,Lienchiang County
10604,9,9007,900702,0900702-S25,鐵尖島,北竿鄉,連江縣,鐵尖島,Tiejian Island,Beigan Township,Lienchiang County
10605,9,9007,900702,0900702-S26,高登島1,北竿鄉,連江縣,高登島1,Gaodeng Island6,Beigan Township,Lienchiang County
10606,9,9007,900702,0900702-S27,高登島2,北竿鄉,連江縣,高登島2,Gaodeng Island5,Beigan Township,Lienchiang County
10607,9,9007,900702,0900702-S28,高登島3,北竿鄉,連江縣,高登島3,Gaodeng Island4,Beigan Township,Lienchiang County
10608,9,9007,900702,0900702-S29,高登島4,北竿鄉,連江縣,高登島4,Gaodeng Island3,Beigan Township,Lienchiang County
10609,9,9007,900702,0900702-S30,高登島5,北竿鄉,連江縣,高登島5,Gaodeng Island2,Beigan Township,Lienchiang County
10610,9,9007,900702,0900702-S31,高登島6,北竿鄉,連江縣,高登島6,Gaodeng Island1,Beigan Township,Lienchiang County
10611,9,9007,900702,0900702-S32,高登島7,北竿鄉,連江縣,高登島7,Gaodeng Island7,Beigan Township,Lienchiang County
10612,9,9007,900702,0900702-S33,白廟1,北竿鄉,連江縣,白廟1,Baimiao1,Beigan Township,Lienchiang County
10613,9,9007,900702,0900702-S34,白廟2,北竿鄉,連江縣,白廟2,Baimiao2,Beigan Township,Lienchiang County
10614,9,9007,900702,0900702-S35,白廟3,北竿鄉,連江縣,白廟3,Baimiao3,Beigan Township,Lienchiang County
10615,9,9007,900702,0900702-S36,老鼠礁,北竿鄉,連江縣,老鼠礁,Laoshu Reef,Beigan Township,Lienchiang County
2035,9,9007,900703,0900703-001,青帆村,莒光鄉,連江縣,青帆村,Qingfan Vil.,Juguang Township,Lienchiang County
2036,9,9007,900703,0900703-002,田沃村,莒光鄉,連江縣,田沃村,Tianwo Vil.,Juguang Township,Lienchiang County
2037,9,9007,900703,0900703-003,西坵村,莒光鄉,連江縣,西坵村,Xiqiu Vil.,Juguang Township,Lienchiang County
2038,9,9007,900703,0900703-004,福正村,莒光鄉,連江縣,福正村,Fuzheng Vil.,Juguang Township,Lienchiang County
2039,9,9007,900703,0900703-005,大坪村,莒光鄉,連江縣,大坪村,Daping Vil.,Juguang Township,Lienchiang County
10616,9,9007,900703,0900703-S01,蛇山1,莒光鄉,連江縣,蛇山1,Sheshan1,Juguang Township,Lienchiang County
10617,9,9007,900703,0900703-S02,蛇山2,莒光鄉,連江縣,蛇山2,Sheshan2,Juguang Township,Lienchiang County
10618,9,9007,900703,0900703-S03,蛇山3,莒光鄉,連江縣,蛇山3,Sheshan3,Juguang Township,Lienchiang County
10619,9,9007,900703,0900703-S04,蛇山4,莒光鄉,連江縣,蛇山4,Sheshan4,Juguang Township,Lienchiang County
10620,9,9007,900703,0900703-S05,永留嶼1,莒光鄉,連江縣,永留嶼1,Yongliu Island1,Juguang Township,Lienchiang County
10621,9,9007,900703,0900703-S06,永留嶼2,莒光鄉,連江縣,永留嶼2,Yongliu Island2,Juguang Township,Lienchiang County
10622,9,9007,900703,0900703-S07,永留嶼3,莒光鄉,連江縣,永留嶼3,Yongliu Island3,Juguang Township,Lienchiang County
10623,9,9007,900703,0900703-S08,永留嶼4,莒光鄉,連江縣,永留嶼4,Yongliu Island4,Juguang Township,Lienchiang County
10624,9,9007,900703,0900703-S09,永留嶼5,莒光鄉,連江縣,永留嶼5,Yongliu Island5,Juguang Township,Lienchiang County
10625,9,9007,900703,0900703-S10,永留嶼6,莒光鄉,連江縣,永留嶼6,Yongliu Island6,Juguang Township,Lienchiang County
10626,9,9007,900703,0900703-S11,永留嶼7,莒光鄉,連江縣,永留嶼7,Yongliu Island7,Juguang Township,Lienchiang County
10627,9,9007,900703,0900703-S12,永留嶼8,莒光鄉,連江縣,永留嶼8,Yongliu Island8,Juguang Township,Lienchiang County
10628,9,9007,900703,0900703-S13,永留嶼9,莒光鄉,連江縣,永留嶼9,Yongliu Island9,Juguang Township,Lienchiang County
10629,9,9007,900703,0900703-S14,永留嶼10,莒光鄉,連江縣,永留嶼10,Yongliu Island10,Juguang Township,Lienchiang County
10630,9,9007,900703,0900703-S15,永留嶼11,莒光鄉,連江縣,永留嶼11,Yongliu Island11,Juguang Township,Lienchiang County
10631,9,9007,900703,0900703-S16,永留嶼12,莒光鄉,連江縣,永留嶼12,Yongliu Island12,Juguang Township,Lienchiang County
10632,9,9007,900703,0900703-S17,永留嶼13,莒光鄉,連江縣,永留嶼13,Yongliu Island13,Juguang Township,Lienchiang County
10633,9,9007,900703,0900703-S18,永留嶼14,莒光鄉,連江縣,永留嶼14,Yongliu Island14,Juguang Township,Lienchiang County
10634,9,9007,900703,0900703-S19,蛇山1,莒光鄉,連江縣,蛇山1,Sheshan1,Juguang Township,Lienchiang County
10635,9,9007,900703,0900703-S20,犀牛嶼1,莒光鄉,連江縣,犀牛嶼1,Xiniu Island1,Juguang Township,Lienchiang County
10636,9,9007,900703,0900703-S21,犀牛嶼2,莒光鄉,連江縣,犀牛嶼2,Xiniu Island2,Juguang Township,Lienchiang County
10637,9,9007,900703,0900703-S22,犀牛嶼3,莒光鄉,連江縣,犀牛嶼3,Xiniu Island3,Juguang Township,Lienchiang County
10638,9,9007,900703,0900703-S23,犀牛嶼4,莒光鄉,連江縣,犀牛嶼4,Xiniu Island4,Juguang Township,Lienchiang County
10639,9,9007,900703,0900703-S24,犀牛嶼5,莒光鄉,連江縣,犀牛嶼5,Xiniu Island5,Juguang Township,Lienchiang County
10640,9,9007,900703,0900703-S25,犀牛嶼6,莒光鄉,連江縣,犀牛嶼6,Xiniu Island6,Juguang Township,Lienchiang County
10641,9,9007,900703,0900703-S26,犀牛嶼7,莒光鄉,連江縣,犀牛嶼7,Xiniu Island7,Juguang Township,Lienchiang County
10642,9,9007,900703,0900703-S27,犀牛嶼8,莒光鄉,連江縣,犀牛嶼8,Xiniu Island8,Juguang Township,Lienchiang County
10643,9,9007,900703,0900703-S28,犀牛嶼9,莒光鄉,連江縣,犀牛嶼9,Xiniu Island9,Juguang Township,Lienchiang County
10644,9,9007,900703,0900703-S29,犀牛嶼10,莒光鄉,連江縣,犀牛嶼10,Xiniu Island10,Juguang Township,Lienchiang County
10645,9,9007,900703,0900703-S30,犀牛嶼11,莒光鄉,連江縣,犀牛嶼11,Xiniu Island11,Juguang Township,Lienchiang County
10646,9,9007,900703,0900703-S31,犀牛嶼12,莒光鄉,連江縣,犀牛嶼12,Xiniu Island12,Juguang Township,Lienchiang County
10647,9,9007,900703,0900703-S32,犀牛嶼13,莒光鄉,連江縣,犀牛嶼13,Xiniu Island13,Juguang Township,Lienchiang County
10648,9,9007,900703,0900703-S33,犀牛嶼14,莒光鄉,連江縣,犀牛嶼14,Xiniu Island14,Juguang Township,Lienchiang County
10649,9,9007,900703,0900703-S34,犀牛嶼15,莒光鄉,連江縣,犀牛嶼15,Xiniu Island15,Juguang Township,Lienchiang County
10650,9,9007,900703,0900703-S35,大嶼1,莒光鄉,連江縣,大嶼1,Da Island1,Juguang Township,Lienchiang County
10651,9,9007,900703,0900703-S36,大嶼2,莒光鄉,連江縣,大嶼2,Da Island2,Juguang Township,Lienchiang County
10652,9,9007,900703,0900703-S37,大嶼3,莒光鄉,連江縣,大嶼3,Da Island3,Juguang Township,Lienchiang County
10653,9,9007,900703,0900703-S38,大嶼4,莒光鄉,連江縣,大嶼4,Da Island4,Juguang Township,Lienchiang County
10654,9,9007,900703,0900703-S39,林頭嶼(林坳嶼)1,莒光鄉,連江縣,林頭嶼(林坳嶼)1,Lintou Island(Lin'ao Island)1,Juguang Township,Lienchiang County
10655,9,9007,900703,0900703-S40,林頭嶼(林坳嶼)2,莒光鄉,連江縣,林頭嶼(林坳嶼)2,Lintou Island(Lin'ao Island)2,Juguang Township,Lienchiang County
10656,9,9007,900703,0900703-S41,林頭嶼(林坳嶼)3,莒光鄉,連江縣,林頭嶼(林坳嶼)3,Lintou Island(Lin'ao Island)3,Juguang Township,Lienchiang County
2076,9,9007,900704,0900704-001,中柳村,東引鄉,連江縣,中柳村,Zhongliu Vil.,Dongyin Township,Lienchiang County
2077,9,9007,900704,0900704-002,樂華村,東引鄉,連江縣,樂華村,Lehua Vil.,Dongyin Township,Lienchiang County
10657,9,9007,900704,0900704-S01,島嶼,東引鄉,連江縣,島嶼,Island,Dongyin Township,Lienchiang County
10658,9,9007,900704,0900704-S02,島嶼,東引鄉,連江縣,島嶼,Island,Dongyin Township,Lienchiang County
10659,9,9007,900704,0900704-S03,島嶼,東引鄉,連江縣,島嶼,Island,Dongyin Township,Lienchiang County
10660,9,9007,900704,0900704-S04,島嶼,東引鄉,連江縣,島嶼,Island,Dongyin Township,Lienchiang County
10661,9,9007,900704,0900704-S05,亮島1,東引鄉,連江縣,亮島1,Liang Island,Dongyin Township,Lienchiang County
10662,9,9007,900704,0900704-S06,亮島2,東引鄉,連江縣,亮島2,Liang Island,Dongyin Township,Lienchiang County
10663,9,9007,900704,0900704-S07,亮島3,東引鄉,連江縣,亮島3,Liang Island,Dongyin Township,Lienchiang County
10664,9,9007,900704,0900704-S08,亮島4,東引鄉,連江縣,亮島4,Liang Island,Dongyin Township,Lienchiang County
10665,9,9007,900704,0900704-S09,亮島5,東引鄉,連江縣,亮島5,Liang Island,Dongyin Township,Lienchiang County
10666,9,9007,900704,0900704-S10,亮島6,東引鄉,連江縣,亮島6,Liang Island,Dongyin Township,Lienchiang County
10667,9,9007,900704,0900704-S11,亮島7,東引鄉,連江縣,亮島7,Liang Island,Dongyin Township,Lienchiang County
10668,9,9007,900704,0900704-S12,亮島8,東引鄉,連江縣,亮島8,Liang Island,Dongyin Township,Lienchiang County
10669,9,9007,900704,0900704-S13,島嶼,東引鄉,連江縣,島嶼,Island,Dongyin Township,Lienchiang County
10670,9,9007,900704,0900704-S14,島嶼,東引鄉,連江縣,島嶼,Island,Dongyin Township,Lienchiang County
10671,9,9007,900704,0900704-S15,島嶼,東引鄉,連江縣,島嶼,Island,Dongyin Township,Lienchiang County
10672,9,9007,900704,0900704-S16,西沙,東引鄉,連江縣,西沙,Xisha,Dongyin Township,Lienchiang County
10673,9,9007,900704,0900704-S17,雙子礁1,東引鄉,連江縣,雙子礁1,Shuangzi Reef1,Dongyin Township,Lienchiang County
10674,9,9007,900704,0900704-S18,雙子礁2,東引鄉,連江縣,雙子礁2,Shuangzi Reef2,Dongyin Township,Lienchiang County
2090,9,9020,902001,0902001-001,東門里,金城鎮,金門縣,東門里,Dongmen Vil.,Jincheng Township,Kinmen County
2090,9,9020,902001,0902001-002,西門里,金城鎮,金門縣,西門里,Simen Vil.,Jincheng Township,Kinmen County
2090,9,9020,902001,0902001-003,南門里,金城鎮,金門縣,南門里,Nanmen Vil.,Jincheng Township,Kinmen County
2090,9,9020,902001,0902001-004,北門里,金城鎮,金門縣,北門里,Beimen Vil.,Jincheng Township,Kinmen County
2094,9,9020,902001,0902001-005,古城里,金城鎮,金門縣,古城里,Gucheng Vil.,Jincheng Township,Kinmen County
2095,9,9020,902001,0902001-006,金水里,金城鎮,金門縣,金水里,Jinshui Vil.,Jincheng Township,Kinmen County
2096,9,9020,902001,0902001-007,珠沙里,金城鎮,金門縣,珠沙里,Zhusha Vil.,Jincheng Township,Kinmen County
2097,9,9020,902001,0902001-008,賢庵里,金城鎮,金門縣,賢庵里,Xian'an Vil.,Jincheng Township,Kinmen County
2098,9,9020,902002,0902002-001,汶沙里,金沙鎮,金門縣,汶沙里,Wensha Vil.,Jinsha Township,Kinmen County
2099,9,9020,902002,0902002-002,三山里,金沙鎮,金門縣,三山里,Sanshan Vil.,Jinsha Township,Kinmen County
2100,9,9020,902002,0902002-003,大洋里,金沙鎮,金門縣,大洋里,Dayang Vil.,Jinsha Township,Kinmen County
2101,9,9020,902002,0902002-004,光前里,金沙鎮,金門縣,光前里,Guangqian Vil.,Jinsha Township,Kinmen County
2102,9,9020,902002,0902002-005,何斗里,金沙鎮,金門縣,何斗里,Hedou Vil.,Jinsha Township,Kinmen County
2103,9,9020,902002,0902002-006,西園里,金沙鎮,金門縣,西園里,Xiyuan Vil.,Jinsha Township,Kinmen County
2104,9,9020,902002,0902002-007,官嶼里,金沙鎮,金門縣,官嶼里,Guanyu Vil.,Jinsha Township,Kinmen County
2105,9,9020,902002,0902002-008,浦山里,金沙鎮,金門縣,浦山里,Pushan Vil.,Jinsha Township,Kinmen County
2106,9,9020,902003,0902003-001,新市里,金湖鎮,金門縣,新市里,Xinshi Vil.,Jinhu Township,Kinmen County
2107,9,9020,902003,0902003-002,山外里,金湖鎮,金門縣,山外里,Shanwai Vil.,Jinhu Township,Kinmen County
2108,9,9020,902003,0902003-003,正義里,金湖鎮,金門縣,正義里,Zhengyi Vil.,Jinhu Township,Kinmen County
2109,9,9020,902003,0902003-004,料羅里,金湖鎮,金門縣,料羅里,Liaoluo Vil.,Jinhu Township,Kinmen County
2110,9,9020,902003,0902003-005,瓊林里,金湖鎮,金門縣,瓊林里,Qionglin Vil.,Jinhu Township,Kinmen County
2111,9,9020,902003,0902003-006,新湖里,金湖鎮,金門縣,新湖里,Xinhu Vil.,Jinhu Township,Kinmen County
2112,9,9020,902003,0902003-007,溪湖里,金湖鎮,金門縣,溪湖里,Xihu Vil.,Jinhu Township,Kinmen County
2113,9,9020,902003,0902003-008,蓮庵里,金湖鎮,金門縣,蓮庵里,Lian'an Vil.,Jinhu Township,Kinmen County
2114,9,9020,902004,0902004-001,古寧村,金寧鄉,金門縣,古寧村,Guning Vil.,Jinning Township,Kinmen County
2115,9,9020,902004,0902004-002,安美村,金寧鄉,金門縣,安美村,Anmei Vil.,Jinning Township,Kinmen County
2116,9,9020,902004,0902004-003,后盤村,金寧鄉,金門縣,后盤村,Houpan Vil.,Jinning Township,Kinmen County
2117,9,9020,902004,0902004-004,湖埔村,金寧鄉,金門縣,湖埔村,Hupu Vil.,Jinning Township,Kinmen County
2118,9,9020,902004,0902004-005,榜林村,金寧鄉,金門縣,榜林村,Banglin Vil.,Jinning Township,Kinmen County
2119,9,9020,902004,0902004-006,盤山村,金寧鄉,金門縣,盤山村,Panshan Vil.,Jinning Township,Kinmen County
2120,9,9020,902005,0902005-001,上岐村,烈嶼鄉,金門縣,上岐村,Shangqi Vil.,Lieyu Township,Kinmen County
2121,9,9020,902005,0902005-002,上林村,烈嶼鄉,金門縣,上林村,Shanglin Vil.,Lieyu Township,Kinmen County
2122,9,9020,902005,0902005-003,西口村,烈嶼鄉,金門縣,西口村,Xikou Vil.,Lieyu Township,Kinmen County
2123,9,9020,902005,0902005-004,林湖村,烈嶼鄉,金門縣,林湖村,Linhu Vil.,Lieyu Township,Kinmen County
2124,9,9020,902005,0902005-005,黃埔村,烈嶼鄉,金門縣,黃埔村,Huangpu Vil.,Lieyu Township,Kinmen County
2125,9,9020,902006,0902006-001,大坵村,烏坵鄉,金門縣,大坵村,Daqiu Vil.,Wuchiou Township,Kinmen County
2126,9,9020,902006,0902006-002,小坵村,烏坵鄉,金門縣,小坵村,Xiaoqiu  Vil.,Wuchiou Township,Kinmen County
2127,10,10002,1000201,1000201-001,神農里,宜蘭市,宜蘭縣,神農里,Shennong Vil.,Yilan City,Yilan County
2128,10,10002,1000201,1000201-002,民權里,宜蘭市,宜蘭縣,民權里,Minquan Vil.,Yilan City,Yilan County
2129,10,10002,1000201,1000201-008,進士里,宜蘭市,宜蘭縣,進士里,Jinshi Vil.,Yilan City,Yilan County
2130,10,10002,1000201,1000201-009,南橋里,宜蘭市,宜蘭縣,南橋里,Nanqiao Vil.,Yilan City,Yilan County
2131,10,10002,1000201,1000201-010,建業里,宜蘭市,宜蘭縣,建業里,Jianye Vil.,Yilan City,Yilan County
2132,10,10002,1000201,1000201-011,南津里,宜蘭市,宜蘭縣,南津里,Nanjin Vil.,Yilan City,Yilan County
2133,10,10002,1000201,1000201-012,凱旋里,宜蘭市,宜蘭縣,凱旋里,Kaixuan Vil.,Yilan City,Yilan County
2134,10,10002,1000201,1000201-013,黎明里,宜蘭市,宜蘭縣,黎明里,Liming Vil.,Yilan City,Yilan County
2135,10,10002,1000201,1000201-014,東村里,宜蘭市,宜蘭縣,東村里,Dongcun Vil.,Yilan City,Yilan County
2136,10,10002,1000201,1000201-015,延平里,宜蘭市,宜蘭縣,延平里,Yanping Vil.,Yilan City,Yilan County
2137,10,10002,1000201,1000201-016,七張里,宜蘭市,宜蘭縣,七張里,Qizhang Vil.,Yilan City,Yilan County
2138,10,10002,1000201,1000201-017,慈安里,宜蘭市,宜蘭縣,慈安里,Ci'an Vil.,Yilan City,Yilan County
2139,10,10002,1000201,1000201-018,新民里,宜蘭市,宜蘭縣,新民里,Xinmin Vil.,Yilan City,Yilan County
2140,10,10002,1000201,1000201-019,東門里,宜蘭市,宜蘭縣,東門里,Dongmen Vil.,Yilan City,Yilan County
2141,10,10002,1000201,1000201-021,小東里,宜蘭市,宜蘭縣,小東里,Xiaodong Vil.,Yilan City,Yilan County
2142,10,10002,1000201,1000201-022,菜園里,宜蘭市,宜蘭縣,菜園里,Caiyuan Vil.,Yilan City,Yilan County
2143,10,10002,1000201,1000201-023,孝廉里,宜蘭市,宜蘭縣,孝廉里,Xiaolian Vil.,Yilan City,Yilan County
